name,transcription,meaning,extended meaning,gloss,language
Ọnàyalé,ọnà-ya-ilé,(The descendant of) the ornamental worker detoured into (my) home.,unknown,"[{'ọnà': ' - ornament, artistry'}]",yoruba
Ọnàyínká,ọnà-yí-n-ká,Artistry surrounds me.,unknown,[{'ọnà': ' - artistry'}],yoruba
Ọnàyẹmí,ọnà-yẹ-mí,Artistry befits me.,unknown,[{'ọnà': ' - artistry'}],yoruba
Ọnàṣílé,ọnà-ṣí-ilé,Artistry commissioned the house.,unknown,[{'ọnà': ' - artistry'}],yoruba
Ọnàṣọ̀gá,ọnà-ṣe-ọ̀gá,Artistry is king. [verification needed],unknown,[{'ọnà': ' - artistry'}],yoruba
Ọnánúgà,ọnà-ní-ugà,Artistry has a throne.,unknown,[{'ọnà': ' - artistry'}],yoruba
Ọníbiyọ̀,oní-ìbí-yọ̀,The owner of the birth rejoices. [verification needed],unknown,[{'oní': ' - the owner of'}],yoruba
Ọnàbulé,ọnà-ba-ulé,Artistry touches the house. [verification needed],unknown,"[{'ọnà': ' - artistry, craft, beauty'}]",yoruba
Ọpẹ́àgbé,ọpẹ́-àgbé,The benefit of Àgbé.,unknown,"[{'ọpẹ́': ' - benefit, protection'}]",yoruba
Ọpẹ́ifá,ọpẹ́-ifá,Thanks to Ifá.,unknown,[{'ọpẹ́': ' - gratefulness'}],yoruba
Ọpẹ́ìbí,ọpẹ́-ìbí,1. The benefit of (good) birth. 2. I'm proud of my heritage.,unknown,[{'ọpẹ́': ' - benefit'}],yoruba
Ọpẹ́lámì,ọpẹ́-ní-ààmì,Gratefulness has a mark. Being thankful has a notable effect. [Verification needed],unknown,[{'ọpẹ́': ' - gratefulness'}],yoruba
Ọpẹ́loyè,ọpẹ́-ni-oyè,Thankfulness is chieftaincy.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́lóyẹrú,ọpẹ́-ni-ó-yẹ-ẹrú,Thanksgiving is deserving of the slave.,unknown,[{'ọpẹ́': ' - thansgiving'}],yoruba
Ọpẹ́midayọ̀,ọpẹ́-mi-di-ayọ̀,Giving thanks turns to joy.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́midọ̀tun,ọpẹ́-mi-di-ọ̀tun,My gratitude has been renewed.,unknown,"[{'ọpẹ́': ' - thankfulness, gratefulness, gratitude'}]",yoruba
Ọpẹ́niólúwa,ọpẹ́-ni-fún-olúwa,Glory be to God .,See: Ọpẹ́nifólúwa,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́níyì,ọpẹ́-ní-iyì,Thanksgiving is valuable.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́odù,ọpẹ́-odù,"Literal: The appreciation of the Ifá corpus. Figurative: We thank Ifá (or ""If not for Ifá).",unknown,"[{'ọpẹ́': ' - thankfulness, gratefulness'}]",yoruba
Ọpẹ́olúwa,ọpẹ́-olúwa,The grace of God.,unknown,"[{'ọpẹ́': ' - grace, permission'}]",yoruba
Ọpẹ́ọlá,ọpẹ́-ọlá,The benefit of nobility/success.,unknown,"[{'ọpẹ́': ' - thanks to, by the grace of'}]",yoruba
Ọpẹ́san,ọpẹ́-san,Gratefulness pays.,unknown,[{'ọpẹ́': ' - gratefulness'}],yoruba
Ọpẹ́yímiká,ọpẹ́-yí-mi-ká,Thankfulness surrounds me. I'm surrounded by things that make me give thanks.,unknown,"[{'ọpẹ́': ' - thankfulness, gratefulness, thanksgiving'}]",yoruba
Ọpẹ́yínká,ọpẹ́-yí-n-ká,Things to be thankful for surrounds me. I'm surrounded by thankfulness/gratefulness.,unknown,"[{'ọpẹ́': ' - thankfulness, gratefulness, thanksgiving'}]",yoruba
Ọpẹ́yẹfá,ọpẹ́-yẹ-ifá,Ifá deserves thanksgiving.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́yẹmí,ọpẹ́-yẹ-mí,1. I should be grateful. 2. Thanksgiving suits me.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpẹ́yẹwá,ọpẹ́-yẹ-wá,We ought to be thankful.,Compare: Ọpẹ́yẹmí,"[{'ọpẹ́': ' - thankfulness, gratefulness'}]",yoruba
Ọpẹ́mipọ̀,ọpẹ́-mi-pọ̀,My thankfulness is plenty.,unknown,[{'ọpẹ́': ' - thanksgiving'}],yoruba
Ọpọ̀ọlá,ọ̀pọ̀-ọlá,Plenty of opulence.,unknown,[{'ọ̀pọ̀': ' - plenty'}],yoruba
Ọrànmíyàn,Ọràn-ni-ọmọ́-ni-yàn,The child has chosen to be controversial.,"This is the name of Odùduwà's youngest grandson (some say a son of the god Ògún) who became the fourth or sixth Ọọ̀ni of Ìle-Ìfẹ̀, first Aláàfin of Ọ̀yọ́ and the first Ọba of Benin. He was deified as a god when he died.","[{'Ọ̀ran': ' - issue, controversy'}]",yoruba
Ọráfidíyà,ọrà-fi-díyà,The Ọrà used this to pay recompense.,unknown,[{'ọrà': ' - the Ọrà deity'}],yoruba
Ọròbọ́lá,ọrọ̀-bá-ọlá,Riches meet with prestige.,unknown,"[{'ọrọ̀': ' - wealth, riches'}]",yoruba
Ọrẹ,ọrẹ,Gift.,unknown,[{'ọrẹ': ' - gift'}],yoruba
Ọrẹolúwayímiká,ọrẹ-olúwa-yí-mi-ká,The gift of God surrounds me.,unknown,[{'ọrẹ': ' - goodness'}],yoruba
Ọrẹolúwa,ọrẹ-olúwa,God's offering.,unknown,"[{'ọrẹ': ' - offering, gift'}]",yoruba
Ọrẹ̀kọ̀yà,ọrẹ̀-kọ̀-ìyà,The Ọrẹ̀ deity rejected (our) suffering.,unknown,[{'ọrẹ̀': ' - the Ọrẹ̀ deity.'}],yoruba
Ọrẹ̀nísì,Ọrẹ̀-ní-ùsì,The deity Ọrẹ̀ has notability.,Compare: Ọrẹ̀lúsì.,[{'Ọrẹ̀': ' - the òrìṣà/deity Ọrẹ̀'}],yoruba
Ọrẹ̀sànyà,ọrẹ̀-san-ìyà,The deity Ọrẹ̀ paid (my) suffering.,"The person who propitiates or worships the Ọrẹ̀ is called ""Abọrẹ̀"" the Priest.",[{'ọrẹ̀': ' - the Ọrẹ̀ deity.'}],yoruba
Ọrẹ̀túyì,ọrẹ̀-tó-uyì,The Ọrẹ̀ deity is honourable.,unknown,[{'ọrẹ̀': ' - the Ọrẹ̀ deity'}],yoruba
Ọrẹ́dọlá,ọ̀rẹ-di-ọlá,Friendship became wealth.,unknown,[{'ọ̀rẹ́': ' - friendship'}],yoruba
Ọrẹ́jìnmí,ọ̀rẹ̀-jìn-mí,Friendship is entrusted to me.,unknown,[{'ọ̀rẹ́': ' - friendship'}],yoruba
Ọrẹ́méjì,ọ̀rẹ́-méjì,Two friends.,"This name is a story of love and friendship, stressing the friendliness between the parents beyond their romantic love.",[{'ọ̀rẹ́': ' - friend'}],yoruba
Ọrẹ́móṣù,ọrẹ̀-mú-oṣù-jẹ,The Ọrẹ̀ has lived long.,Ọrẹ̀ móṣù jẹ,[{'ọrẹ̀': ' - '}],yoruba
Ọrẹ́sajò,-,unknown,unknown,,yoruba
Ọrọnṣayé,-,[Meaning unknown],unknown,[{None: ' - '}],yoruba
Ọrọ̀olúwa,ọrọ̀-olúwa,The wealth of God.,unknown,[{'ọrọ̀': ' - wealth'}],yoruba
Ọshìfalà,ọṣìn-fa-ìlà,The Ọṣìn drew a line.,unknown,"[{'ọṣìn': ' - The Ìjẹ̀bú god of wisdom, iron, and warfare.'}]",yoruba
Ọshìn,-,"The Ìjẹ̀bú god of wisdom, iron, and warfare.","This is a common root of many Ìjẹ̀bú names, like Oṣìnnọ́wọ̀, Ọṣìndípẹ̀, etc.",[{None: ' - '}],yoruba
Ọshìngbẹ̀san,ọṣìn-gbẹ̀san,The Ọṣìn revenged.,unknown,"[{'ọṣìn': ' - king, deity'}]",yoruba
Ọshìníbòsí,ọṣìn-ní-ìbòsí,Ọṣìn has fame.,unknown,"[{'ọṣìn': ' - king, head'}]",yoruba
Ọshìnpìtàn,ọṣìn-pa-ìtàn,The Ọshìn tells a story.,unknown,"[{'ọsìn': ' - the king, leader'}]",yoruba
Ọshìtẹ̀lú,ọṣi(n)-tẹ̀-ìlú,The head/king established the town.,unknown,"[{'ọ̀ṣìn': ' - king, head'}]",yoruba
Ọsìbàjò,ọṣì(n)-bọ̀-àjò,The (head of the) Ọṣìn divinity has returned from a journey.,See: Ọṣìnbàjò,"[{'ọṣìn': ' - (head of) the Ọsìn divinity, king'}]",yoruba
Ọsìgbẹ̀san,ọṣìn-gbẹ̀san,The Ọṣìn revenged.,unknown,[{'ọṣìn': ' - the Ọṣìn deity'}],yoruba
Ọsìlàjà,ọṣìn-la-ìjà,The (head of the) Ọṣìn divinity has brought peace.,unknown,"[{'Ọṣìn': ' - King, head, leader'}]",yoruba
Ọsìmósù,ọṣìn-mú-osùn,The Ọṣìn has brought the camwood (to use on this child). Ọṣìnmósùn,"See: Olúmóṣù, Odùmóṣù",[{'oṣìn': ' - the Ọṣìn family deity'}],yoruba
Ọsìnbọ̀wálé,ọṣìn-bọ̀-wá-ilé,The king returned home.,unknown,[{'Ọṣìn': ' - king (Ìjẹ̀bú dialect)'}],yoruba
Ọsìníbi,ọṣìn-ní-ìbi,The prominent one has pedigree.,Also: Ọṣìnúbi,"[{'ọṣìn': ' - the king, prominent one'}]",yoruba
Ọsìníbòsí,ọṣìn-ní-ìbòsí,Ọṣìn has fame.,See: Akínníbọ̀sún,"[{'ọṣìn': ' - king, head'}]",yoruba
Ọsìnówò,ọṣìn-ní-ọ̀wọ̀,The Ọṣìn has honour.,unknown,"[{'Ọṣìn': ' - king, leader'}]",yoruba
Ọsínẹ́yẹ,ọṣìn-ní-ẹ̀yẹ,The king has honour.,unknown,[{'ọṣìn': ' - king'}],yoruba
Ọsunjẹ́nrọ́lá,-,Ọ̀sun lets me see wealth.,unknown,,yoruba
Ọsìbódù,ọṣìn-bá-odù,The (head of the) Ọṣìn divinity has met the oracle,unknown,"[{'ọṣìn': ' - (head of) the Ọsìn divinity, king'}]",yoruba
Ọwá,ọwá,Title of the king of the Ijesha.,Ọwá Obòkun,[{None: ' - '}],yoruba
Ọwásanóyè,ọwá-san-sí-oyè,The Ọwá benefited in royalty. [verification needed],The Ọwá Obòkun is the titular head of the Ìjẹ̀ṣà people.,[{'ọwá': ' - the head of Iléshà'}],yoruba
Ọwọ́mitọ́lá,ọwọ́-mi-tó-ọlá,My hand has reached wealth/success.,unknown,[{'ọwọ́': ' - hands'}],yoruba
Ọwọ́olúwa,ọwọ́-olúwa,The hand of God.,unknown,[{'ọwọ́': ' - hands'}],yoruba
Ọyafúnkẹ́,ọya-fún-mi-kẹ́,The goddess Ọya gave me (this child) to cherish.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyafẹ́mi,ọya-fẹ́-mi,Ọya loves me.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyagòkè,ọya-gùn-òkè,The goddess Ọya (or her devotee) ascends (into greatness).,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyalékè,ọya-lékè,Ọya triumphs.,unknown,[{'ọya': ' - the Yorùbá goddess Ọya'}],yoruba
Ọyalọ́lá,ọya-ní-ọlá,The goddess Ọya has nobility.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyaníkẹ,ọya-ní-ìkẹ́,The goddess Ọya is caring.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyádolú,ọya-di-olú,Ọya becomes prominent.,unknown,[{'ọya': ' - river goddess (Ọya)'}],yoruba
Ọyágbọlá,ọya-gbà-ọlá,Ọya received honour.,"See also: Adégbọlá, Oyègbọlá, Olúgbọlá",[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyáládé,ọya-ní-adé,Ọya has a crown.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyálọ́wọ̀,ọya-ní-ọ̀wọ̀,Oya has regard.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyáníye,ọya-ní-iye,Ọya has value.,unknown,[{'Ọya': ' - the goddess Ọya'}],yoruba
Ọyápidán,ọya-pa-idán,Ọya makes magic.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyárínú,ọya-rí-inú,Ọya sees the insides (of a person).,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyásọ̀kò,ọya-sọ-òkò,Ọya threw a stone.,unknown,[{'ọya': ' - the goddess of the river Niger'}],yoruba
Ọyátógun,ọya-tó-ogun,The goddess Ọya is strong enough to go to war.,unknown,[{'Ọya': ' - the goddess Ọya'}],yoruba
Ọyátólú,ọyá-tó-olú,1. Ọya is worth prominence. Ọya is worth being a god.,unknown,[{'ọya': ' - ọya'}],yoruba
Ọyátóyè,ọya-tó-oyè,The goddess Ọya is as prominent as honour.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyátẹ́milọ́rùn,ọya-tẹ́milọ́rùn,The goddess Ọya is sufficient for me.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyátẹ́rù,ọya-tó-ẹ̀rù,Ọya inspires awe.,unknown,[{'ọya': ' - the goddess of the River Niger'}],yoruba
Ọyáwùnmí,ọya-wùn-mí,I'm desirous of Ọya deity.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyáwẹ̀,ọya-wẹ̀,The goddess Ọya showers.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyáwọyè,ọya-wọ-oyè,The goddess Ọya has entered honour.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyábùnmi,ọya-bùn-mi,Ọya gave me.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyábíyi,ọya-bí-èyí,Oya birthed this (child).,Also: Ọyábíyìí,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyábọ̀dé,ọya-bọ̀-dé,The Ọya priest is here.,unknown,[{'ọya': ' - the goddess Ọya'}],yoruba
Ọyádiran,ọya-di-ìran,Ọya is hereditary.,unknown,[{'ọya': ' - the goddess ọya'}],yoruba
Ọ̀bíṣẹ̀san,òbí-ṣe-ẹ̀san,Parentage is good recompense.,"Ẹ̀san can mean any of vengeance, reward, payback, recompense. Not always positive, but not always negative either.",[{'òbí': ' - parentage'}],yoruba
Ọ̀dúndún,-,The appellation of a king of Akure.,unknown,[{None: ' - '}],yoruba
Ọ̀gàńlá,Ọ̀gà-ńlá,The big leader,unknown,"[{'Ọga': ' - leader, master, boss'}]",yoruba
Ọ̀gábí,ọ̀-gá-bí,The master gave birth to.,unknown,"[{'ọ̀gá': ' - boss, leader, master'}]",yoruba
Ọ̀gbẹ̀ìn,ọ̀-gba-ẹ̀yìn,The last born.,unknown,[{'ọ̀': ' - one who'}],yoruba
Ọ̀gínní,-,A fashionable person.,unknown,,yoruba
Ọ̀gúnyẹ,ògún-yẹ,(The child of) Ògún is worthy.,unknown,"[{'ògún': ' - Ògún, the god of iron.'}]",yoruba
Ọ̀gábìyí,Ọ̀gá-bí-èyí,The masquerade gave birth to this.,unknown,[{'Ọ̀gà': ' - the masquerade (agẹmọ)'}],yoruba
Ọ̀gúntìmẹ́yìn,ògún-tì-mí-(ní)-ẹ̀yìn,Ògún supports me.,unknown,"[{'ògún': ' - Ògún, the Yorùbá god of metal.'}]",yoruba
Ọ̀jáfọlákẹ́,ọ̀já-fi-ọlá-kẹ́,The Ọ̀já cares for with nobility.,unknown,[{'ọ̀já': ' - the cloth used to carry children'}],yoruba
Ọ̀jájá,ọ̀-já-já,An appellation for the Ọọ̀ni of Ifẹ̀.,The full appellation is Ọ̀jájá fi ìdí ọ̀tẹ̀ já'lẹ̀.,[{'ọ̀': ' - one who'}],yoruba
Ọ̀jerinsola,ọ̀jẹ́-rìn-sí-ọlá,The masquerade walks into nobility.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jèdélé,ọ̀jẹ̀-dé-ilé,The masquerade has arrived home.,This name is commonly borne by the custodian family of masquerades (Òjè).,[{'̀ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jéwánwá,ọ̀jẹ̀-wá-mi-wá,The masquerade came looking for me,unknown,[{'ọ̀jẹ̀': ' - the masquerade'}],yoruba
Ọ̀jéwùnmí,ọ̀jẹ̀-wùn-mí,I am attracted to masquerade (activities).,"See also: Adéwùnmí, Oyèwùnmi...",[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀biyìí,ọ̀jẹ̀-bí-èyí,Masquerade gave birth to this.,"See also: Eégúnbíyìí, Ọ̀jẹ̀bíyi",[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀bísí,ọ̀jẹ̀-bí-sí,The masquerade gave birth to more.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀buyì,ọ̀jẹ̀-bu-iyì,The masquerade brought honour.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀bọ̀dé,-,The masquerade has returned.,unknown,,yoruba
Ọ̀jẹ̀dòkun,ọjẹ̀-di-òkun,The masquerade becomes huge as the ocean.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀labí,-,We have given birth to a masquerade.,unknown,,yoruba
Ọ̀jẹ̀ladé,ọ̀jẹ̀-ni-adé,The masquerade is the crown.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀lẹ́wà,ọ̀jẹ̀-ní-ẹwà,The masquerade is beautiful.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀níyì,ọ̀jẹ̀-ní-iyì,The masquerade is honourable.,unknown,[{'ọjẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀rìndé,ọ̀jẹ̀-rìn-dé,The masquerade returned on foot.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ̀túndé,ọ̀jẹ̀-tún-dé,The masquerade has returned.,unknown,[{'ọ̀jẹ̀': ' - the masquerade'}],yoruba
Ọ̀jẹ̀wálé,ọ̀jẹ̀-wa-ilé,The masquerade returns home.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ́bíyì,ọjẹ̀-bí-èyí,The masquerade gave birth to this.,unknown,[{'ọ̀jẹ̀': ' - the deity of the masquerade'}],yoruba
Ọ̀jẹ́dèjì,ọ̀jẹ́-di-èjì,The masquerade has become two.,unknown,[{'ọ̀jẹ́': ' - a masquerade'}],yoruba
Ọ̀jẹ́kúnlé,ọ̀jẹ̀-kún-ilé,The family is full of Masquerade worshipers,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jẹ́wuyì,ọ̀jẹ̀-wu-iyì,The masquerade is honourable.,unknown,[{'ọ̀jẹ̀': ' - masquerade'}],yoruba
Ọ̀jọmọ,ọ̀-ju-ọmọ,A child greater than others.,unknown,[{'ọ̀': ' - someone'}],yoruba
Ọ̀kánjọ̀bí,ọ̀kan-jọ-bí,The unique child among siblings.,Name given to the only male among many female siblings.,"[{'ọ̀kan': ' - one, sole, individual'}]",yoruba
Ọ̀nàadé,ọ̀nà-adé,The way of royalty. The path to the crown.,unknown,"[{'ọ̀nà': ' - way, path'}]",yoruba
Ọ̀nààrà,ọ̀nà-àrà,A miraculous way.,unknown,"[{'ọ̀nà': ' - road, path, way'}]",yoruba
Ọ̀nàjìn,ọnà-jìn,The road is long,unknown,[{'ọnà': ' - road'}],yoruba
Ọ̀nàlà,ọnà-là,Way has been made.,unknown,"[{'ọ̀nà': ' - way, path'}]",yoruba
Ọ̀nàmíyólúwa,ọ̀nà-mi-yé-olúwa,My path is clear to God.,unknown,[{'ọ̀nà': ' - path'}],yoruba
Ọ̀nàolúwa,ọ̀nà-olúwa,The way of God.,unknown,"[{'ọ̀nà': ' - way, path, road'}]",yoruba
Ọ̀nàọlámipọ̀,ọ̀nà-ọlá-mi-pọ̀,The ways of my wealth are many.,unknown,"[{'ọ̀nà': ' - road, way, path'}]",yoruba
Ọ̀nàọláṣí,ọnà-ọlá-ṣí,The path to wealth opened.,unknown,"[{'ọ̀nà': ' - road, way, path'}]",yoruba
Ọ̀nàọlápọ̀,ọ̀nà-ọlá-pọ̀,The ways of wealth are many.,unknown,"[{'ọ̀nà': ' - path, road'}]",yoruba
Ọ̀nàọpẹ́mipọ̀,ọ̀nà-ọpẹ́-mi-pọ̀,The ways in which I'm grateful are many.,unknown,"[{'ọnà': ' - ways, path'}]",yoruba
Ọ̀nàọpẹ́mipọ̀fólúwa,ọ̀nà-ọpẹ́-mi-pọ̀-fún-olúwa,I have many ways to give thanks to God.,unknown,"[{'ọ̀nà': ' - way, path, road'}]",yoruba
Ọ̀nàọpẹ́pọ̀,ọ̀nà-ọpẹ́-mi-pọ̀,The ways in which I'm grateful are many.,unknown,[{'ọ̀nà': ' - the ways'}],yoruba
Ọ̀pábùnmi,ọ̀pá-bùn-mi,The sacred rod gave me.,This is a common name in egúngún or ẹ̀yọ̀ households.,"[{'ọ̀pá': ' - staff, rod'}]",yoruba
Ọ̀pábọ́lá,ọ̀pá-bá-ọlá,The Ọ̀pá deity meets success.,unknown,[{'ọ̀pá': ' - the Ọ̀pá'}],yoruba
Ọ̀pádìran,ọ̀pá-di-ìran,The Ọ̀pá deity becomes generational.,"The Ọ̀pá is common among worshippers of the Òrìṣà oko, the god of fertility and farming.",[{'ọ̀pá': ' - the deity of fertility and farming'}],yoruba
Ọ̀pádòkun,ọ̀pá-di-òkun,The Ọ̀pá deity becomes as big as the ocean.,unknown,[{'ọ̀pá': ' - the Ọ̀pá deity'}],yoruba
Ọ̀pádọ̀tun,ọ̀pá-di-ọ̀tun,The Ọ̀pá deity has been renewed.,unknown,[{'ọ̀pá': ' - the Ọ̀pá deity'}],yoruba
Ọ̀pálúwà,ọ̀pá-ní-ùwà,The Ọ̀pá deity has character.,unknown,"[{'ọ̀pá': ' - Ọ̀pá, the deity of fertility, òrìṣà oko'}]",yoruba
